Ensembl_gene_id,Ensembl_transcript_id,Gnomad_oe_lof_score,Gnomad_oe_ci_lower,Gnomad_oe_ci_upper,Gnomad_pLI_score,Gnomad_pnull_score,Gnomad_prec_score,Gnomad_oe_mis_score,Gnomad_mis_z_score
ENSG00000146386,ENST00000367660,0.5691,0.2803,1.3023,0.10128,0.10866,0.79006,1.0691,-0.29062
ENSG00000146386,ENST00000461027,,,,,,,0.90747,0.35393
ENSG00000163322,ENST00000321945,0.67683,0.49612,0.93915,1.4959e-06,0.027865,0.97213,0.90887,0.85325
ENSG00000163322,ENST00000475656,,,,,,,1.0691,-0.28231
ENSG00000163322,ENST00000503217,0.6558,0.42697,1.0426,0.001132,0.068281,0.93059,1.0615,-0.39439
ENSG00000163322,ENST00000505489,0.62305,0.43066,0.92391,0.00023621,0.028266,0.9715,0.7471,1.6366
ENSG00000163322,ENST00000506553,0.68246,0.49104,0.96688,5.5879e-06,0.038751,0.96124,0.85847,1.2361
ENSG00000163322,ENST00000511801,,,,,,,1.3945,-1.1576
ENSG00000163322,ENST00000515303,,,,,,,0.6734,0.41577
ENSG00000163322,ENST00000611288,0.96072,0.64279,1.4793,8.4881e-06,0.33666,0.66333,0.72604,1.3153
ENSG00000165660,ENST00000298492,0.46918,0.33759,0.66472,0.011994,0.00044049,0.98757,0.86548,1.298
ENSG00000146109,ENST00000274849,0.93031,0.6057,1.4791,4.6596e-05,0.29058,0.70937,1.1315,-1.0933
ENSG00000114626,ENST00000232744,0.78756,0.62026,1.0097,1.2158e-12,0.079999,0.92,0.94551,0.59988
ENSG00000114626,ENST00000453791,0.7179,0.52913,0.99001,2.8723e-07,0.048916,0.95108,0.93718,0.57792
ENSG00000114626,ENST00000468137,0.7179,0.52913,0.99001,2.8723e-07,0.048916,0.95108,0.93718,0.57792
ENSG00000114626,ENST00000475042,,,,,,,1.2965,-1.0768
ENSG00000114626,ENST00000483857,,,,,,,1.2965,-1.0768
ENSG00000114626,ENST00000497162,,,,,,,1.1022,-0.57826
ENSG00000166016,ENST00000435224,0.53787,0.43391,0.67196,2.7544e-08,4.0228e-06,1.0,0.90859,1.4627
ENSG00000060971,ENST00000301810,0.83992,0.63907,1.1182,1.8803e-10,0.20192,0.79808,0.89358,0.95668
ENSG00000060971,ENST00000333167,0.90174,0.70834,1.1594,4.0902e-14,0.41645,0.58355,0.91062,0.90393
ENSG00000060971,ENST00000411549,,,,,,,0.95616,0.27312
ENSG00000060971,ENST00000418880,,,,,,,1.0636,-0.34478
ENSG00000060971,ENST00000421218,0.89239,0.67066,1.2044,3.5946e-10,0.32504,0.67496,0.85439,1.1943
ENSG00000060971,ENST00000440176,,,,,,,1.0959,-0.51093
ENSG00000060971,ENST00000447223,,,,,,,1.0959,-0.51093
ENSG00000060971,ENST00000450296,0.86429,0.66249,1.1414,2.6746e-11,0.26447,0.73553,0.93354,0.63938
ENSG00000060971,ENST00000452171,0.85576,0.62363,1.1952,4.0867e-08,0.2323,0.7677,0.85919,1.0527
ENSG00000060971,ENST00000625927,,,,,,,1.0636,-0.34478
ENSG00000167315,ENST00000285093,0.78088,0.59639,1.0353,5.4801e-10,0.090909,0.90909,0.96984,0.28259
ENSG00000167315,ENST00000585948,0.8377,0.49165,1.5115,0.0026309,0.20819,0.78918,1.112,-0.48578
ENSG00000167315,ENST00000586100,0.88465,0.5192,1.5962,0.001978,0.23395,0.76407,1.0358,-0.14299
ENSG00000167315,ENST00000586485,0.85588,0.55724,1.3608,9.3618e-05,0.22272,0.77719,1.0646,-0.33768
ENSG00000167315,ENST00000587994,0.74875,0.56746,1.0012,4.5462e-09,0.058467,0.94153,0.96705,0.30782
ENSG00000167315,ENST00000589432,0.74561,0.55519,1.0166,4.6033e-08,0.066056,0.93394,0.9581,0.36515
ENSG00000278540,ENST00000612007,,,,,,,0.95222,0.18793
ENSG00000278540,ENST00000612895,0.32031,0.27037,0.38129,1.0,1.3137999999999999e-36,1.5976e-13,0.5007,11.428
ENSG00000278540,ENST00000614428,0.32403,0.274,0.38499,1.0,3.0595e-36,4.3581e-13,0.51279,11.276
ENSG00000278540,ENST00000614438,0.96913,0.50647,2.0377,0.010936,0.24959,0.73948,0.95222,0.18793
ENSG00000278540,ENST00000614482,,,,,,,0.64109,1.2241
ENSG00000278540,ENST00000614789,0.53927,0.22048,1.6976,0.194,0.12407,0.68193,0.57501,1.2648
ENSG00000278540,ENST00000615229,,,,,,,0.96044,0.19325
ENSG00000278540,ENST00000616317,0.34784,0.29656,0.40972,1.0,1.5540999999999998e-32,9.8915e-10,0.51979,11.198
ENSG00000278540,ENST00000616352,0.84975,0.51225,1.4828,0.0012873,0.21547,0.78324,0.80678,0.97093
ENSG00000278540,ENST00000617548,,,,,,,0.96044,0.19325
ENSG00000278540,ENST00000617649,0.30701,0.25791,0.3673,1.0,1.169e-38,2.5178e-15,0.49955,11.403
ENSG00000278540,ENST00000618053,0.74837,0.40977,1.4771,0.014742,0.16852,0.81674,0.73187,1.1343
ENSG00000278540,ENST00000619546,0.2662,0.20175,0.35594,1.0,3.9257e-21,1.0046e-09,0.50598,7.505
ENSG00000278540,ENST00000621960,0.25207,0.1148,0.65149,0.82939,0.0038646,0.16674,0.42839,2.6859
ENSG00000076555,ENST00000338432,0.7496,0.66978,0.84066,5.9816e-52,2.6967e-05,0.99997,0.87183,3.1253
ENSG00000076555,ENST00000377848,0.7496,0.66978,0.84066,5.9816e-52,2.6967e-05,0.99997,0.87183,3.1253
ENSG00000076555,ENST00000377854,0.78092,0.64895,0.94511,1.9862e-20,0.030358,0.96964,0.84245,2.2576
ENSG00000076555,ENST00000536440,,,,,,,0.93977,0.32235
ENSG00000076555,ENST00000538526,,,,,,,0.84197,2.2663
ENSG00000076555,ENST00000539864,0.58523,0.28825,1.3392,0.09222,0.11537,0.79241,0.91376,0.48974
ENSG00000076555,ENST00000544726,0.56852,0.34272,0.99208,0.020759,0.05452,0.92472,0.92673,0.44392
ENSG00000111271,ENST00000313698,0.95879,0.82269,1.1217,7.7351e-37,0.96573,0.034272,0.93247,1.0582
ENSG00000111271,ENST00000455480,0.98812,0.85007,1.1529,2.3084e-39,0.98965,0.010353,0.94369,0.8841
ENSG00000111271,ENST00000507683,0.76096,0.50258,1.1896,0.00015121,0.13644,0.86341,0.93118,0.54072
ENSG00000111271,ENST00000514615,1.4632,0.96637,2.2874,6.8523e-07,0.67939,0.32061,0.88799,0.53651
ENSG00000111271,ENST00000515283,0.99354,0.65619,1.5532,1.3084e-05,0.35921,0.64078,1.0145,-0.082332
ENSG00000111271,ENST00000549590,0.92361,0.75163,1.1431,1.2600000000000002e-19,0.62465,0.37535,0.91933,1.0194
ENSG00000111271,ENST00000552706,0.90271,0.645,1.289,1.3067e-07,0.3066,0.6934,0.92388,0.53619
ENSG00000111271,ENST00000552965,,,,,,,0.94204,0.098643
ENSG00000240303,ENST00000264990,0.81228,0.6803,0.97495,3.9722e-23,0.079023,0.92098,0.9467,0.70123
ENSG00000240303,ENST00000481970,0.97552,0.79516,1.2052,4.8175999999999995e-21,0.83051,0.16949,0.96276,0.3772
ENSG00000240303,ENST00000485198,,,,,,,0.96434,0.34491
ENSG00000240303,ENST00000510100,,,,,,,0.95137,0.28291
ENSG00000151498,ENST00000281182,0.88545,0.70083,1.1292,9.5188e-15,0.36518,0.63482,0.92338,0.75585
ENSG00000151498,ENST00000374752,0.77493,0.57703,1.0566,2.1323e-08,0.098304,0.9017,0.93363,0.54653
ENSG00000151498,ENST00000524426,,,,,,,0.94969,0.21684
ENSG00000151498,ENST00000526026,,,,,,,0.95739,0.18101
ENSG00000177646,ENST00000308982,0.75461,0.60522,0.94865,4.8284e-14,0.029095,0.97091,0.96786,0.38832
ENSG00000177646,ENST00000505192,,,,,,,0.92023,0.32503
ENSG00000177646,ENST00000505867,,,,,,,0.9167,0.39618
ENSG00000177646,ENST00000508971,,,,,,,0.97241,0.26574
ENSG00000177646,ENST00000511227,,,,,,,0.9167,0.39618
ENSG00000177646,ENST00000512801,,,,,,,0.95139,0.22495
ENSG00000177646,ENST00000514336,0.89431,0.61204,1.3414,4.355e-06,0.27283,0.72717,0.96467,0.21964
ENSG00000177646,ENST00000514643,,,,,,,0.94223,0.27455
ENSG00000177646,ENST00000515429,,,,,,,0.9167,0.39618
ENSG00000177646,ENST00000679399,,,,,,,0.9167,0.39618
ENSG00000177646,ENST00000679431,,,,,,,0.9167,0.39618
ENSG00000177646,ENST00000679613,,,,,,,0.96501,0.42314
ENSG00000177646,ENST00000679715,0.73022,0.56882,0.94745,1.0602e-10,0.028094,0.97191,0.97372,0.28552
ENSG00000177646,ENST00000679824,,,,,,,0.9167,0.39618
ENSG00000177646,ENST00000680636,0.82088,0.67017,1.0124,5.2641e-18,0.12555,0.87445,0.96203,0.46084
ENSG00000177646,ENST00000680744,,,,,,,0.95966,0.28209
ENSG00000177646,ENST00000680764,,,,,,,0.9167,0.39618
ENSG00000177646,ENST00000681367,0.79639,0.64702,0.98739,1.0992e-16,0.070996,0.929,0.95392,0.55732
ENSG00000177646,ENST00000681552,0.62556,0.4658,0.85294,2.0271e-06,0.0078193,0.99218,0.95539,0.4184
ENSG00000177646,ENST00000681583,,,,,,,0.96786,0.38832
ENSG00000177646,ENST00000681585,,,,,,,0.94847,0.54206
ENSG00000177646,ENST00000681886,,,,,,,0.93868,0.44355
ENSG00000115361,ENST00000233710,1.0545,0.85676,1.3075,6.5108e-22,0.94536,0.054637,0.92097,0.77265
ENSG00000117054,ENST00000370834,0.81334,0.64962,1.0271,1.1875e-14,0.12026,0.87974,0.97117,0.28671
ENSG00000117054,ENST00000370841,0.832,0.66161,1.0556,1.94e-14,0.1728,0.8272,0.97836,0.20785
ENSG00000117054,ENST00000420607,0.80564,0.63918,1.0247,1.0051e-13,0.10758,0.89242,0.98472,0.14732
ENSG00000117054,ENST00000525808,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000526129,,,,,,,1.0441,-0.18134
ENSG00000117054,ENST00000526196,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000528016,,,,,,,0.95029,0.16706
ENSG00000117054,ENST00000530953,,,,,,,1.0829,-0.278
ENSG00000117054,ENST00000532509,,,,,,,1.1332,-0.43034
ENSG00000117054,ENST00000534334,,,,,,,1.023,-0.11038
ENSG00000117054,ENST00000541113,0.86406,0.6839,1.1019,2.0769e-14,0.28104,0.71896,0.98293,0.15801
ENSG00000117054,ENST00000679530,,,,,,,1.062,-0.25256
ENSG00000117054,ENST00000679687,0.83308,0.62033,1.1359,5.2002e-09,0.19028,0.80972,0.93975,0.46898
ENSG00000117054,ENST00000679704,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000679709,,,,,,,1.0036,-0.0059636
ENSG00000117054,ENST00000679976,,,,,,,1.023,-0.11038
ENSG00000117054,ENST00000680517,,,,,,,1.0312,-0.15039
ENSG00000117054,ENST00000680613,,,,,,,1.0352,-0.23273
ENSG00000117054,ENST00000680662,,,,,,,1.0926,-0.28014
ENSG00000117054,ENST00000680691,,,,,,,1.098,-0.41248
ENSG00000117054,ENST00000680694,,,,,,,1.023,-0.11038
ENSG00000117054,ENST00000680743,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000680749,,,,,,,1.0391,-0.25939
ENSG00000117054,ENST00000680798,,,,,,,1.023,-0.11038
ENSG00000117054,ENST00000680805,0.83044,0.65233,1.0677,4.6927e-13,0.17235,0.82765,0.98108,0.17107
ENSG00000117054,ENST00000680844,,,,,,,0.89728,0.31026
ENSG00000117054,ENST00000680948,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000680964,,,,,,,1.056,-0.46811
ENSG00000117054,ENST00000681037,,,,,,,1.0366,-0.24251
ENSG00000117054,ENST00000681063,,,,,,,1.0348,-0.23074
ENSG00000117054,ENST00000681209,,,,,,,1.098,-0.41248
ENSG00000117054,ENST00000681361,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000681430,,,,,,,1.056,-0.46811
ENSG00000117054,ENST00000681446,,,,,,,1.023,-0.11038
ENSG00000117054,ENST00000681450,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000681548,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000681616,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000681621,,,,,,,1.023,-0.11038
ENSG00000117054,ENST00000681720,,,,,,,0.89079,0.34544
ENSG00000117054,ENST00000681790,0.72002,0.54111,0.97173,3.2424e-08,0.04009,0.95991,0.95532,0.38151
ENSG00000117054,ENST00000681916,,,,,,,0.88305,0.38642
ENSG00000122971,ENST00000242592,0.59885,0.44371,0.82105,8.4555e-06,0.0049256,0.99507,0.91351,0.88678
ENSG00000122971,ENST00000411593,0.68836,0.51732,0.92901,8.8657e-08,0.022802,0.9772,0.93548,0.65496
ENSG00000196177,ENST00000358776,0.73962,0.57443,0.96279,1.279e-10,0.03611,0.96389,1.0384,-0.37009
ENSG00000196177,ENST00000368869,0.63382,0.46189,0.88522,8.6412e-06,0.014733,0.98526,1.0189,-0.15986
ENSG00000072778,ENST00000322910,,,,,,,1.0063,-0.019923
ENSG00000072778,ENST00000350303,0.91722,0.75747,1.1175,1.5676e-22,0.65704,0.34296,1.0235,-0.28932
ENSG00000072778,ENST00000356839,0.90809,0.75187,1.1033,6.6879e-23,0.6154,0.3846,1.0223,-0.27828
ENSG00000072778,ENST00000542255,0.89673,0.67683,1.2045,1.6517e-10,0.34053,0.65947,1.0194,-0.15938
ENSG00000072778,ENST00000543245,0.88867,0.73761,1.0769,5.5559e-23,0.497,0.503,1.024,-0.30532
ENSG00000072778,ENST00000579546,0.69623,0.50095,0.98639,3.9731e-06,0.04675,0.95325,0.94608,0.37155
ENSG00000072778,ENST00000579886,1.1073,0.79117,1.5811,7.4876e-09,0.62426,0.37574,0.9575,0.25803
ENSG00000072778,ENST00000581378,,,,,,,1.0304,-0.12883
ENSG00000072778,ENST00000583312,0.86395,0.62959,1.2066,3.4904e-08,0.24713,0.75287,1.0042,-0.030203
ENSG00000072778,ENST00000583848,,,,,,,0.85584,0.46993
ENSG00000072778,ENST00000583858,,,,,,,1.0333,-0.23511
ENSG00000072778,ENST00000584103,0.85899,0.59375,1.2738,3.5664e-06,0.23073,0.76926,1.0288,-0.17491
ENSG00000157766,ENST00000352105,0.25937,0.20144,0.33764,1.0,9.2125e-27,1.5011e-12,0.97973,0.44113
ENSG00000157766,ENST00000439576,0.25751,0.20173,0.33206,1.0,4.1613e-29,1.0184e-13,0.98037,0.43836
ENSG00000157766,ENST00000558207,0.1718,0.10599,0.29142,1.0,3.2313e-14,9.9605e-08,0.97066,0.3942
ENSG00000157766,ENST00000558704,0.66306,0.39971,1.1571,0.0064882,0.10206,0.89145,0.87912,0.7539
ENSG00000157766,ENST00000559004,0.25896,0.2023,0.33494,1.0,3.8622999999999997e-28,3.2688e-13,0.97786,0.4898
ENSG00000157766,ENST00000560601,0.27798,0.22002,0.35449,1.0,4.3261e-27,4.8602e-12,0.98408,0.3566
ENSG00000157766,ENST00000561243,0.28001,0.22109,0.35803,1.0,4.0152e-26,1.56e-11,0.98166,0.40707
ENSG00000072818,ENST00000158762,0.45561,0.35883,0.58414,0.0013875,4.2002e-07,0.99861,0.75661,3.2353
ENSG00000072818,ENST00000570457,0.43159,0.26625,0.73208,0.20251,0.0076239,0.78986,0.83545,0.98623
ENSG00000072818,ENST00000575425,0.20393,0.092877,0.52706,0.9524,0.00047813,0.047123,0.81142,0.94069
ENSG00000114331,ENST00000326793,0.33684,0.2608,0.43996,0.99991,3.2927e-14,9.4003e-05,0.71366,3.7194
ENSG00000114331,ENST00000439666,0.75023,0.36952,1.7168,0.042895,0.17676,0.78035,0.70681,0.9639
ENSG00000114331,ENST00000439758,0.37225,0.25202,0.56539,0.76191,5.4811e-05,0.23803,0.71776,2.0784
ENSG00000114331,ENST00000447662,,,,,,,1.022,-0.048122
ENSG00000114331,ENST00000450200,0.26246,0.15404,0.47356,0.99134,4.8519e-06,0.0086537,0.77154,1.5882
ENSG00000114331,ENST00000466876,0.42172,0.26546,0.69804,0.24236,0.0043726,0.75327,0.79566,1.409
ENSG00000114331,ENST00000635383,0.36864,0.27705,0.49752,0.96353,8.7686e-09,0.036466,0.67983,3.4462
ENSG00000131584,ENST00000353662,0.5636,0.45202,0.70852,7.1632e-09,2.7375e-05,0.99997,1.0367,-0.51348
ENSG00000131584,ENST00000354700,0.53794,0.43396,0.67205,2.7368e-08,4.0381e-06,1.0,1.0282,-0.41214
ENSG00000131584,ENST00000354980,,,,,,,0.98192,0.062241
ENSG00000075239,ENST00000265838,0.59181,0.43849,0.81139,1.117e-05,0.0041853,0.9958,0.89445,1.0307
ENSG00000075239,ENST00000299355,0.66803,0.42807,1.0824,0.0015031,0.082025,0.91647,0.99823,0.010384
ENSG00000075239,ENST00000528370,0.5135,0.29202,0.96451,0.07625,0.049061,0.87469,0.85645,0.79384
ENSG00000075239,ENST00000531813,,,,,,,0.9297,0.39822
ENSG00000075239,ENST00000672008,,,,,,,0.92215,0.3819
ENSG00000075239,ENST00000672031,,,,,,,0.88888,0.93632
ENSG00000075239,ENST00000672284,0.52775,0.36816,0.77438,0.0024604,0.0050544,0.99249,0.87471,1.0825
ENSG00000075239,ENST00000672354,0.61015,0.45433,0.83193,3.6443e-06,0.0055546,0.99444,0.89665,1.0166
ENSG00000075239,ENST00000672367,0.5878,0.4063,0.87163,0.00056698,0.017172,0.98226,0.89388,0.87879
ENSG00000075239,ENST00000672580,,,,,,,0.89958,0.67583
ENSG00000075239,ENST00000672907,0.60849,0.43156,0.87624,9.9708e-05,0.015588,0.98431,0.89332,0.90699
ENSG00000075239,ENST00000673531,0.52775,0.36816,0.77438,0.0024604,0.0050544,0.99249,0.87471,1.0825
ENSG00000120437,ENST00000367048,0.69997,0.51308,0.97125,7.8393e-07,0.039971,0.96003,0.95712,0.40434
ENSG00000182827,ENST00000366812,0.44841,0.33548,0.6082,0.016687,2.6138e-05,0.98329,0.81867,1.9936
ENSG00000181513,ENST00000321854,0.89051,0.69368,1.1554,4.5004e-13,0.36069,0.63931,0.98376,0.13844
ENSG00000181513,ENST00000376955,0.76442,0.57696,1.0268,5.0388e-09,0.07749,0.92251,0.97643,0.18482
ENSG00000181513,ENST00000398322,0.89051,0.69368,1.1554,4.5004e-13,0.36069,0.63931,0.98376,0.13844
ENSG00000181513,ENST00000431281,0.7853,0.60802,1.0257,4.547e-11,0.088407,0.91159,0.99966,0.0030982
ENSG00000181513,ENST00000586346,0.7853,0.60802,1.0257,4.547e-11,0.088407,0.91159,0.99966,0.0030982
ENSG00000181513,ENST00000589798,,,,,,,1.2092,-0.61248
ENSG00000181513,ENST00000591859,0.7853,0.60802,1.0257,4.547e-11,0.088407,0.91159,0.99966,0.0030982
ENSG00000181513,ENST00000592162,0.8126,0.60795,1.1022,4.5721e-09,0.1519,0.8481,0.94136,0.46899
ENSG00000181513,ENST00000619916,0.76442,0.57696,1.0268,5.0388e-09,0.07749,0.92251,0.97643,0.18482
ENSG00000107897,ENST00000375888,0.5871,0.45866,0.75937,6.9194e-08,0.00044348,0.99956,0.87185,1.3914
ENSG00000107897,ENST00000375897,0.56182,0.43499,0.73382,9.5247e-07,0.00029124,0.99971,0.8688,1.4181
ENSG00000107897,ENST00000375901,0.60119,0.45376,0.80752,1.5819e-06,0.0029633,0.99704,0.8785,1.1688
ENSG00000107897,ENST00000375905,0.54268,0.41447,0.7195,1.1057e-05,0.0003075,0.99968,0.85232,1.5437
ENSG00000107897,ENST00000396271,0.55687,0.43249,0.72489,9.3132e-07,0.00020292,0.9998,0.86739,1.4357
ENSG00000107897,ENST00000412279,0.5799,0.39687,0.86983,0.0010059,0.017788,0.98121,0.82657,1.2734
ENSG00000107897,ENST00000426079,0.57352,0.3925,0.86025,0.0011857,0.016183,0.98263,0.83442,1.2175
ENSG00000107897,ENST00000476758,,,,,,,0.89049,0.43429
ENSG00000107897,ENST00000676511,0.60915,0.47012,0.79845,9.6946e-08,0.0016245,0.99838,0.85463,1.5234
ENSG00000107897,ENST00000676599,,,,,,,0.86848,0.61966
ENSG00000107897,ENST00000676648,,,,,,,0.85829,1.1651
ENSG00000107897,ENST00000676731,0.55252,0.42198,0.73254,6.2319e-06,0.000431,0.99956,0.85105,1.5536
ENSG00000107897,ENST00000676732,0.56124,0.42703,0.74721,5.3429e-06,0.00068616,0.99931,0.86323,1.3392
ENSG00000107897,ENST00000676997,0.59176,0.45959,0.77031,1.1248e-07,0.00070447,0.9993,0.8664,1.4434
ENSG00000107897,ENST00000677141,0.57,0.4399,0.74712,8.2355e-07,0.00046141,0.99954,0.85581,1.5144
ENSG00000107897,ENST00000677200,0.50329,0.37823,0.67923,0.00035188,0.00017917,0.99947,0.84601,1.5446
ENSG00000107897,ENST00000677248,0.56124,0.42703,0.74721,5.3429e-06,0.00068616,0.99931,0.86323,1.3392
ENSG00000107897,ENST00000677311,0.60003,0.46308,0.78649,1.5566e-07,0.0012298,0.99877,0.86488,1.4453
ENSG00000107897,ENST00000677440,0.69047,0.52925,0.91181,6.699e-09,0.016211,0.98379,0.89251,1.052
ENSG00000107897,ENST00000677441,0.55187,0.42149,0.73168,6.469e-06,0.00042163,0.99957,0.8513,1.5508
ENSG00000107897,ENST00000677509,0.57043,0.44023,0.74768,8.0325e-07,0.00046824,0.99953,0.85574,1.5152
ENSG00000107897,ENST00000677667,0.53029,0.39853,0.71568,7.3547e-05,0.00045062,0.99948,0.85938,1.3693
ENSG00000107897,ENST00000677901,0.58523,0.43135,0.80706,2.1175e-05,0.0041765,0.9958,0.89258,0.92895
ENSG00000107897,ENST00000677960,0.53029,0.39853,0.71568,7.3547e-05,0.00045062,0.99948,0.85938,1.3693
ENSG00000107897,ENST00000678392,0.54122,0.403,0.73794,7.5061e-05,0.00094131,0.99898,0.84457,1.5554
ENSG00000107897,ENST00000678446,0.53029,0.39853,0.71568,7.3547e-05,0.00045062,0.99948,0.85938,1.3693
ENSG00000107897,ENST00000679220,0.54448,0.41585,0.7219,9.9352e-06,0.00032749,0.99966,0.84675,1.5706
ENSG00000107897,ENST00000679293,0.54268,0.41447,0.7195,1.1057e-05,0.0003075,0.99968,0.85232,1.5437
ENSG00000230124,ENST00000367595,0.75197,0.55716,1.031,6.7933e-08,0.07521,0.92479,1.0078,-0.06146
ENSG00000230124,ENST00000642319,0.75197,0.55716,1.031,6.7933e-08,0.07521,0.92479,1.0078,-0.06146
ENSG00000230124,ENST00000645415,,,,,,,1.0439,-0.30475
ENSG00000176244,ENST00000356189,0.80131,0.5044,1.3263,0.00055379,0.1799,0.81955,1.0773,-0.33454
ENSG00000110455,ENST00000263776,0.70244,0.54877,0.90855,1.9433e-10,0.013832,0.98617,0.95493,0.48264
ENSG00000110455,ENST00000524990,0.54281,0.31858,0.97941,0.040287,0.05209,0.90762,0.98431,0.087156
ENSG00000110455,ENST00000533404,1.225,0.55792,3.1661,0.031379,0.26326,0.70536,1.0034,-0.014084
ENSG00000205126,ENST00000378832,0.8919,0.71815,1.1165,3.4018e-17,0.42749,0.57251,0.90539,1.0661
ENSG00000205126,ENST00000527145,,,,,,,0.90139,0.6217
ENSG00000102977,ENST00000219251,0.72999,0.56519,0.95347,3.1607e-10,0.031078,0.96892,0.896,1.0726
ENSG00000102977,ENST00000602320,0.6995,0.53804,0.92023,2.8585e-09,0.018343,0.98166,0.89441,1.0722
ENSG00000102977,ENST00000602382,0.78016,0.54892,1.1337,3.5764e-06,0.13192,0.86807,1.0209,-0.13313
ENSG00000102977,ENST00000602850,,,,,,,0.61614,0.75199
ENSG00000102977,ENST00000620338,0.78372,0.61723,1.0048,1.4073e-12,0.074137,0.92586,1.0119,-0.13552
ENSG00000102977,ENST00000620761,0.72403,0.56058,0.94569,3.9508e-10,0.027414,0.97259,0.89472,1.0887
ENSG00000159640,ENST00000290863,0.75295,0.61567,0.92713,1.0649e-16,0.017657,0.98234,0.97615,0.31528
ENSG00000159640,ENST00000290866,0.75169,0.64906,0.87364,7.629000000000001e-31,0.001423,0.99858,1.0368,-0.65413
ENSG00000159640,ENST00000413513,0.72526,0.58615,0.90428,2.3546e-14,0.01023,0.98977,0.97429,0.33032
ENSG00000159640,ENST00000428043,0.7415,0.63667,0.86692,3.3943999999999997e-28,0.0011421,0.99886,1.0407,-0.7035
ENSG00000159640,ENST00000578839,,,,,,,1.1289,-0.35102
ENSG00000159640,ENST00000579204,,,,,,,1.1289,-0.35102
ENSG00000159640,ENST00000579314,,,,,,,0.95552,0.30249
ENSG00000159640,ENST00000579726,,,,,,,0.9126,0.46335
ENSG00000159640,ENST00000582005,,,,,,,1.0744,-0.39422
ENSG00000159640,ENST00000582627,0.52787,0.35737,0.80174,0.0056596,0.0094071,0.98493,1.134,-1.0325
ENSG00000159640,ENST00000582678,,,,,,,1.3066,-1.9981
ENSG00000159640,ENST00000582761,0.75023,0.56129,1.0176,2.3247e-08,0.067725,0.93228,0.98576,0.11698
ENSG00000130234,ENST00000252519,0.23026,0.15406,0.35455,1.0,3.4678e-13,1.4416e-06,0.87469,1.2981
ENSG00000130234,ENST00000427411,0.23026,0.15406,0.35455,1.0,3.4678e-13,1.4416e-06,0.87469,1.2981
ENSG00000130234,ENST00000471548,,,,,,,0.84752,0.61175
ENSG00000130234,ENST00000677282,0.31804,0.2002,0.52642,0.95725,2.036e-05,0.042729,0.82948,1.3242
ENSG00000130234,ENST00000678046,0.21931,0.14484,0.34285,1.0,2.025e-13,8.1179e-07,0.87624,1.2546
ENSG00000130234,ENST00000678073,0.23026,0.15406,0.35455,1.0,3.4678e-13,1.4416e-06,0.87469,1.2981
ENSG00000130234,ENST00000679162,,,,,,,0.87624,1.2546
ENSG00000130234,ENST00000679212,0.21931,0.14484,0.34285,1.0,2.025e-13,8.1179e-07,0.87624,1.2546
ENSG00000130234,ENST00000679278,0.21931,0.14484,0.34285,1.0,2.025e-13,8.1179e-07,0.87624,1.2546
ENSG00000130234,ENST00000680121,0.23026,0.15406,0.35455,1.0,3.4678e-13,1.4416e-06,0.87469,1.2981
ENSG00000167769,ENST00000301452,1.1263,0.83452,1.5442,3.7326e-11,0.75569,0.24431,1.0077,-0.061168
ENSG00000177076,ENST00000340967,0.7485,0.54865,1.0386,2.2641e-07,0.077928,0.92207,1.0328,-0.25804
ENSG00000078124,ENST00000278544,,,,,,,0.88288,0.49583
ENSG00000078124,ENST00000525194,,,,,,,0.85281,0.49951
ENSG00000078124,ENST00000525861,,,,,,,0.92094,0.32961
ENSG00000078124,ENST00000526597,0.30817,0.19011,0.52273,0.96334,2.3102e-05,0.036633,0.63799,2.1954
ENSG00000078124,ENST00000530334,,,,,,,0.7577,1.3997
ENSG00000078124,ENST00000531352,,,,,,,0.85281,0.49951
ENSG00000078124,ENST00000531461,,,,,,,0.87754,0.51403
ENSG00000078124,ENST00000532485,0.32717,0.22149,0.49691,0.984,6.4548e-07,0.015995,0.69631,2.3385
ENSG00000078124,ENST00000533873,0.33656,0.22518,0.51824,0.96016,4.0612e-06,0.039836,0.6738,2.3177
ENSG00000078124,ENST00000534206,0.3234,0.20723,0.52398,0.95846,1.3365e-05,0.041523,0.68379,2.1264
ENSG00000078124,ENST00000679754,0.32717,0.22149,0.49691,0.984,6.4548e-07,0.015995,0.6961,2.3406
ENSG00000078124,ENST00000679866,,,,,,,0.73245,1.6438
ENSG00000078124,ENST00000679924,,,,,,,0.75417,1.2133
ENSG00000078124,ENST00000680583,0.30817,0.19011,0.52273,0.96334,2.3102e-05,0.036633,0.63799,2.1954
ENSG00000078124,ENST00000680842,,,,,,,0.92094,0.32961
ENSG00000078124,ENST00000681004,,,,,,,0.87754,0.51403
ENSG00000078124,ENST00000681251,,,,,,,0.7577,1.3997
